1. REPORTING YEAR	2. TITLE OF CERTIFYING OFFICIAL	3. NAME OF CERTIFYING OFFICIAL	4. TRIFD	5. NAME	6. STREET	7. CITY	8. COUNTY	9. STATE	10. ZIP CODE	11. BIA CODE	12. TRIBE NAME	13. PARENT COMPANY NAME	14. PARENT COMPANY DB NR	15. STANDARDIZED PARENT COMPANY NAME	16. FOREIGN PARENT COMPANY NAME	17. FOREIGN PARENT COMPANY DB NR	18. STANDARDIZED FOREIGN PARENT COMPANY NAME	19. EPA REGISTRY ID	20. SUBMITTED FACILITY NAME	21. SUBMITTED STREET	22. SUBMITTED CITY	23. SUBMITTED COUNTY	24. SUBMITTED STATE	25. SUBMITTED ZIP CODE	26. SUBMITTED BIA CODE	27. SUBMITTED TRIBE NAME	28. SUBMITTED PARENT COMPANY NAME	29. SUBMITTED PARENT COMPANY DB NR	30. SUBMITTED STANDARDIZED PARENT COMPANY NAME	31. SUBMITTED PRIMARY NAICS CODE	32. SUBMITTED INDUSTRY CODE	33. SUBMITTED INDUSTRY NAME	34. MAILING NAME	35. MAILING STREET	36. MAILING CITY	37. MAILING STATE	38. MAILING PROVINCE	39. MAILING ZIP CODE	40. ENTIRE FACILITY IND	41. PARTIAL FACILITY IND	42. FEDERAL FACILITY IND	43. ASSIGNED AGENCY	44. GOCO FACILITY IND	45. ASSIGNED FED. FACILITY FLAG	46. ASSIGNED PARTIAL FACILITY FLAG	47. PUBLIC CONTACT NAME	48. PUBLIC CONTACT PHONE	49. PUBLIC CONTACT PHONE EXT	50. PUBLIC CONTACT EMAIL	51. PRIMARY SIC CODE	52. SIC CODE 2	53. SIC CODE 3	54. SIC CODE 4	55. SIC CODE 5	56. SIC CODE 6	57. INDUSTRY CODE	58. INDUSTRY NAME	59. PRIMARY NAICS CODE	60. NAICS CODE 2	61. NAICS CODE 3	62. NAICS CODE 4	63. NAICS CODE 5	64. NAICS CODE 6	65. LATITUDE	66. LONGITUDE	67. DB NR A	68. DB NR B	69. RCRA NR A	70. RCRA NR B	71. RCRA NR C	72. RCRA NR D	73. RCRA NR E	74. RCRA NR F	75. RCRA NR G	76. RCRA NR H	77. RCRA NR I	78. RCRA NR J	79. NPDES NR A	80. NPDES NR B	81. NPDES NR C	82. NPDES NR D	83. NPDES NR E	84. NPDES NR F	85. NPDES NR G	86. NPDES NR H	87. NPDES NR I	88. NPDES NR J	89. LAST YEAR THE FACILITY REPORTED	90. FIRST YEAR THE FACILITY REPORTED	91. NUMBER OF FORMS SUBMITTED	92. TOTAL NUMBER OF FORMS SUBMITTED	20251105	
2023	EHS DIRECTOR	MICHAEL PLAGGE	23185BLLPC8935P	BALL METAL BEVERAGE CONTAINER CORP	8935 POCAHONTAS TRAIL JAMES RIVER COMMERCE CENTER	WILLIAMSBURG	JAMES CITY	VA	23185			BALL CORP	006419147	BALL CORP				110000341675	BALL METAL BEVERAGE CONTAINER CORP	8935 POCAHONTAS TRAIL JAMES RIVER COMMERCE CENTER	WILLIAMSBURG	JAMES CITY	VA	23185			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		80021	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM	3411						332	Fabricated Metals	332431						37.20806	-76.61178	056913833		VAD990710444																				2024	1987	4	190	20251105
2023	EHS DIRECTOR	MICHAEL PLAGGE	96707RYNLD91320	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	96707			BALL CORP	006419147	BALL CORP				110000486340	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	96707			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		80021	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM	3411						332	Fabricated Metals	332431						21.311415	-158.093615	091797480		HIT000625442																				2024	1987	4	164	20251105
2023	EHS DIRECTOR	MICHAEL PLAGGE	94533BLLPC2400H	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533			BALL CORP	006419147	BALL CORP				110000498051	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		80021	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM	3411						332	Fabricated Metals	332431						38.27793	-121.97399	076563444		CAL000143876	CAD076563444									CAZ184647										2024	1987	4	192	20251105
2023	EHS DIRECTOR	MICHAEL PLAGGE	47960BVPKN501NS	BALL METAL BEVERAGE CONTAINER CORP	501 N SIXTH ST	MONTICELLO	WHITE	IN	47960			BALL CORP	006419147	BALL CORP				110000404429	BALL METAL BEVERAGE CONTAINER CORP	501 N SIXTH ST	MONTICELLO	WHITE	IN	47960			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		80021	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM	3411						332	Fabricated Metals	332431						40.750389	-86.774778	188910269		IND984867416										INP000113										2024	1989	6	172	20251105
2023	EHS DIRECTOR	MICHAEL PLAGGE	80403BLLPC4525I	BALL METAL BEVERAGE CONTAINER CORP	4525 INDIANA ST	GOLDEN	JEFFERSON	CO	80403			BALL CORP	006419147	BALL CORP				110000495330	BALL METAL BEVERAGE CONTAINER CORP	4525 INDIANA ST	GOLDEN	JEFFERSON	CO	80403			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		80021	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM	3411						332	Fabricated Metals	332431						39.77664	-105.16541	067306613		COD067306613										COPIU006A	COP900573	CONOX0020								2024	1987	5	174	20251105
2023	EHS DIRECTOR	MICHAEL PLAGGE	8539WBLLMT4455N	BALL METAL BEVERAGE CONTAINER CORP. (GOODYEAR FACILITY)	4455 N COTTON LANE	GOODYEAR	MARICOPA	AZ	85395			BALL CORP	006419147	BALL CORP				110070206201	BALL METAL BEVERAGE CONTAINER CORP. (GOODYEAR FACILITY)	4455 N COTTON LANE	GOODYEAR	MARICOPA	AZ	85395			BALL CORP	006419147	BALL CORP	332431	332	Fabricated Metals	BALL METAL BEVERAGE CONTAINER CORP. (GOODYEAR FACILITY)	4455 N COTTON LANE	GOODYEAR	AZ		85395	YES	NO	NO		NO	NO	NO	TERESA REHME	3034605326		TERESA.REHME1@BALL.COM							332	Fabricated Metals	332431						33.500081	-112.426803	081187482		AZR000520130																				2024	2018	6	37	20251105
2023	PRESIDENT	MYRON TIMMER	55303BLLNT840MC	BALLANTINE - DIV OF U.S. TSUBAKI	840 MCKINLEY ST	ANOKA	ANOKA	MN	55303			US TSUBAKI INC	056627011	US TSUBAKI INC				110008743618	BALLANTINE - DIV OF U.S. TSUBAKI	840 MCKINLEY ST	ANOKA	ANOKA	MN	55303			US TSUBAKI INC	056627011	US TSUBAKI INC	333120	333	Machinery	BALLANTINE - DIV OF U.S. TSUBAKI	840 MCKINLEY ST	ANOKA	MN		55303	YES	NO	NO		NO	NO	NO	AMY ZIMMERMANN	7635151266		AMYZIMMERMANN@BALLANTINEINC.COM	3531						333	Machinery	333120						45.216982	-93.407795	056627011		MNR000027045																				2024	2002	2	58	20251105
2023	PRESIDENT	MICHAEL COYLE	28557BLLYR135LI	BALLY REFRIGERATED BOXES INC.	135 LITTLE NINE ROAD	MOREHEAD CITY	CARTERET	NC	28557			BALLY REFRIGERATED BOXES INC		BALLY REFRIGERATED BOXES INC				110009858038	BALLY REFRIGERATED BOXES INC.	135 LITTLE NINE ROAD	MOREHEAD CITY	CARTERET	NC	28557			BALLY REFRIGERATED BOXES INC		BALLY REFRIGERATED BOXES INC	333415	333	Machinery	BALLY REFRIGERATED BOXES INC.	135 LITTLE NINE ROAD	MOREHEAD CITY	NC		28557	YES	NO	NO		NO	NO	NO	MICHAEL COYLE	2522402829		MHC@BALLYREFBOXES.COM	3585						333	Machinery	333415						34.739493	-76.808982			NC0000103002										NCG500345	NCG030272									2024	1997	3	88	20251105
2023	OPERATIONS MANAGER	KORI HOLLIER	70507LCNTRPONTD	BALMAR LLC	616 W PONT DES MOUTON RD	LAFAYETTE	LAFAYETTE PARISH	LA	70507					NA				110000449266	BALMAR LLC	616 W PONT DES MOUTON RD	LAFAYETTE	LAFAYETTE PARISH	LA	70507					NA	324191	324	Petroleum	BALMAR LLC	616 W PONT DES MOUTON RD	LAFAYETTE	LA		70507	YES	NO	NO		NO	NO	NO	KORI HOLLIER	3372322496	224	KORI@OILCENTER.COM	2992						324	Petroleum	324191						30.2752	-92.036231	002876787		LAR000079301																				2024	1987	3	199	20251105
2023	SAFETY	RICKEY O'NEIL	7312WBLNCR3245S	BALON CORP	3245 S HATTIE AVE	OKLAHOMA CITY	OKLAHOMA	OK	73129					NA				110001652587	BALON CORP	3245 S HATTIE AVE	OKLAHOMA CITY	OKLAHOMA	OK	73129					NA	332911	332	Fabricated Metals	BALON CORP	3245 S HATTIE AVE	OKLAHOMA CITY	OK		73129	YES	NO	NO		NO	NO	NO	CHRIS MITCHELL	4056708300	201	SAFETY@BALON.COM							332	Fabricated Metals	332911						35.43258	-97.48794	007209539		OKD007209539																				2024	2010	1	15	20251105
2023	PLANT MANAGER	CASEY CHOI	9363WBLTMR15341	BALTIMORE AIRCOIL CO	15341 RD 28 1/2	MADERA	MADERA	CA	93638			AMSTED INDUSTRIES INC	005146667	AMSTED INDUSTRIES INC				110005993924	BALTIMORE AIRCOIL CO	15341 RD 28 1/2	MADERA	MADERA	CA	93638			AMSTED INDUSTRIES INC	005146667	AMSTED INDUSTRIES INC	333415	333	Machinery	BALTIMORE AIRCOIL CO	15341 RD 28 1/2	MADERA	CA		93638	YES	NO	NO		NO	NO	NO	JEFFREY BERRY	5593952325		JBERRY@BALTIMOREAIRCOIL.COM							333	Machinery	333415						37.06832	-120.02947	003423670		CAD003423670																				2024	2011	6	61	20251105
2023	PLANT MANAGER	ANTHONY WELCH	1996WBLTMR1162H	BALTIMORE AIRCOIL CO	1162 HOLLY HILL RD	MILFORD	KENT	DE	19963			AMSTED INDUSTRIES INC	005146667	AMSTED INDUSTRIES INC				110046278899	BALTIMORE AIRCOIL CO	1162 HOLLY HILL RD	MILFORD	KENT	DE	19963			AMSTED INDUSTRIES INC	005146667	AMSTED INDUSTRIES INC	333415	333	Machinery	BALTIMORE AIRCOIL CO	1162 HOLLY HILL RD	MILFORD	DE		19963	YES	NO	NO		NO	NO	NO	ANTHONY WELCH	5023164631		AWELCH@BALTIMOREAIRCOIL.COM							333	Machinery	333415						38.921025	-75.467972	049935307		DED980550339										DE0051047										2024	2011	6	68	20251105
2023	CHIEF OPERATING OFFICER	ROBERT RUTHERFORD	1740WFRMTM11MUN	BALTIMORE FABRICATION	101 MUNDIS RACE RD	YORK	YORK	PA	17406			BALTIMORE FABRICATION LLC	035197186	BALTIMORE FABRICATION LLC				110046539554	BALTIMORE FABRICATION	101 MUNDIS RACE RD	YORK	YORK	PA	17406			BALTIMORE FABRICATION LLC	035197186	BALTIMORE FABRICATION LLC	332312	332	Fabricated Metals	BALTIMORE FABRICATION	101 MUNDIS RACE RD	YORK	PA		17406	YES	NO	NO		NO	NO	NO	JOHN WORTHINGTON	4439622090		JWORTHINGTON@BALTIMOREFAB.COM							332	Fabricated Metals	332312						40.01649	-76.71775																							2024	2023	5	10	20251105
2023	VP FACILITIES	CRAIG DUNN	3793WBMNCX1536L	BAM INC.	10536 LEXINGTON DRIVE	KNOXVILLE	KNOX	TN	37932			LOAR GROUP INC	079104413	LOAR GROUP INC				110045992020	BAM INC.	10536 LEXINGTON DRIVE	KNOXVILLE	KNOX	TN	37932			LOAR GROUP INC	079104413	LOAR GROUP INC	336413	336	Transportation Equipment	BAM INC.	10536 LEXINGTON DRIVE	KNOXVILLE	TN		37932	YES	NO	NO		NO	NO	NO	CRAIG DUNN	8656714010	6243	CDUNN@BAMKNOXVILLE.COM							336	Transportation Equipment	336413						35.91038	-84.13778	080476714		TNR000033134										TNR136903	TNR058828									2024	2012	1	13	20251105
2023	PRESIDENT	LINDA RAY	8021WBNDTD4799D	BAND IT IDEX INC	4799 DAHLIA ST	DENVER	DENVER	CO	80216			IDEX CORP	185580844	IDEX CORP				110015849055	BAND IT IDEX INC	4799 DAHLIA ST	DENVER	DENVER	CO	80216			IDEX CORP	185580844	IDEX CORP	332999	332	Fabricated Metals	BAND IT IDEX INC	4799 DAHLIA ST	DENVER	CO		80216	YES	NO	NO		NO	NO	NO	BRANDON OCHS	7203226385		BOCHS@IDEXCORP.COM							332	Fabricated Metals	332999						39.782778	-104.931388	153642087		COD039115316										COR900654										2024	2010	2	28	20251105
2023	ASSISTANT VICE PRESIDENT	JEFFERY VANCE	40065BNDMN2720P	BANDO USA INC	2720 PIONEER DR	BOWLING GREEN	WARREN	KY	42101					NA	BANDO CHEMICAL INDUSTRIES	690579495		110000377878	BANDO USA INC	2720 PIONEER DR	BOWLING GREEN	WARREN	KY	42101					NA	326220	326	Plastics and Rubber	BANDO USA INC	2720 PIONEER DR	BOWLING GREEN	KY		42101	YES	NO	NO		NO	NO	NO	DANIEL GIFFORD	2706621718		DANIEL.GIFFORD@BANDOGRP.COM	3052						326	Plastics and Rubber	326220						36.95515	-86.48715	187168885		KYD981807548										KYR003046										2024	1990	2	75	20251105
2023	CONTRACTS ADMINISTRATOR	NATHANIEL MCGOVERN	3281WBNKRS6635E	BANKER STEEL - ORLANDO	6635 EDGEWATER DRIVE	ORLANDO	ORANGE	FL	32810			SCHUFF STEEL	083722850	INNOVATE CORP				110060280057	BANKER STEEL - ORLANDO	6635 EDGEWATER DRIVE	ORLANDO	ORANGE	FL	32810			DBM GLOBAL INC.	035054928	INNOVATE CORP	332312	332	Fabricated Metals	BANKER STEEL - ORLANDO	6635 EDGEWATER DRIVE	ORLANDO	FL		32810	YES	NO	NO		NO	NO	NO	NATE MCGOVERN	4348474575		NMCGOVERN@BANKERSTEEL.COM							332	Fabricated Metals	332312						28.618414	-81.430502	171869977		FLR000123067																				2024	2013	3	40	20251105
2023	CONTRACTS ADMINISTRATOR	NATHANIEL MCGOVERN	24502MNTGB1619W	BANKER STEEL CO LLC	1619 WYTHE RD	LYNCHBURG	LYNCHBURG (CITY)	VA	24501			DBM GLOBAL INC.	035054928	INNOVATE CORP				110001910852	BANKER STEEL CO LLC	1619 WYTHE RD	LYNCHBURG	LYNCHBURG (CITY)	VA	24501			DBM GLOBAL INC.	035054928	INNOVATE CORP	332312	332	Fabricated Metals	BANKER STEEL CO LLC	1619 WYTHE RD	LYNCHBURG	VA		24501	YES	NO	NO		NO	NO	NO	NATE MCGOVERN	4348474575		NMCGOVERN@BANKERSTEEL.COM	3441						332	Fabricated Metals	332312						37.39144	-79.16223	171869977		VAD988213146										VAR052109										2024	1990	3	67	20251105
2023	CONTRACTS ADMINISTRATOR	NATHANIEL MCGOVERN	29730WRTHN1345H	BANKER STEEL CO LLC	1345 HALL SPENCER RD	ROCK HILL	YORK	SC	29730			DBM GLOBAL INC.	035054928	INNOVATE CORP				110009806175	BANKER STEEL CO LLC	1345 HALL SPENCER RD	ROCK HILL	YORK	SC	29730			DBM GLOBAL INC.	035054928	INNOVATE CORP	332312	332	Fabricated Metals							YES	NO	NO		NO	NO	NO	NATE MCGOVERN	4348474575		NMCGOVERN@BANKERSTEEL.COM	3316						332	Fabricated Metals	332312						34.841851	-80.961243	171869977		SCR000776724																				2023	1995	3	44	20251105
2023	CONTRACTS ADMINISTRATOR	NATHANIEL MCGOVERN	2450WBNKRS351RA	BANKER STEEL CO LLC	351 RANGOON ROAD	LYNCHBURG	CAMPBELL	VA	24502			DBM GLOBAL INC.	035054928	INNOVATE CORP				110046123618	BANKER STEEL CO LLC	351 RANGOON ROAD	LYNCHBURG	CAMPBELL	VA	24502			DBM GLOBAL INC.	035054928	INNOVATE CORP	332312	332	Fabricated Metals	BANKER STEEL CO LLC	1619 WYTHE ROAD	LYNCHBURG	VA		24501	YES	NO	NO		NO	NO	NO	NATE MCGOVERN	4348474575		NMCGOVERN@BANKERSTEEL.COM							332	Fabricated Metals	332312						37.327041	-79.192854	171869977		VAD988218038																				2024	2011	3	55	20251105
2023	CONTRACTS ADMINISTRATOR	NATHANIEL MCGOVERN	0708WBNKRS164NE	BANKER STEEL NEW JERSEY	1640 NEW MARKET AVE	SOUTH PLAINFIELD	MIDDLESEX	NJ	07080			DBM GLOBAL INC.	035054928	INNOVATE CORP				110070071386	BANKER STEEL NEW JERSEY	1640 NEW MARKET AVE	SOUTH PLAINFIELD	MIDDLESEX	NJ	07080			DBM GLOBAL INC.	035054928	INNOVATE CORP	332312	332	Fabricated Metals	BANKER STEEL NEW JERSEY	1640 NEW MARKET AVE	SOUTH PLAINFIELD	NJ		07080	YES	NO	NO		NO	NO	NO	NATE MCGOVERN	4344858381		NMCGOVERN@BANKERSTEEL.COM							332	Fabricated Metals	332312						40.57972	-74.43682	171866997		NJR986654077																				2024	2016	3	32	20251105
2023	GENERAL MANAGER	HARRY ROCKWELL	4658WBNNRM1199P	BANNER MEDICAL	1199 POLK DR	WARSAW	KOSCIUSKO	IN	46582			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC				110070789103	BANNER MEDICAL	1199 POLK DR	WARSAW	KOSCIUSKO	IN	46582			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC	331491	331	Primary Metals	BANNER MEDICAL	1199 POLK DR	WARSAW	IN		46582	YES	NO	NO		NO	NO	NO	ROCKY ROCKWELL	5742671101		RROCKWELL@BANNER-MEDICAL.COM							331	Primary Metals	331491	332322	423510				41.2747	-85.87188	080482851																						2024	2019	5	28	20251105
2023	PLANT MANAGER	JUSTIN MAUTZ	4414WBNNRS17382	BANNER SERVICE CORP	17382 FOLTZ INDUSTRIAL PKWY	STRONGSVILLE	CUYAHOGA	OH	44149			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC				110070290184	BANNER SERVICE CORP	17382 FOLTZ INDUSTRIAL PKWY	STRONGSVILLE	CUYAHOGA	OH	44149			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC	331491	331	Primary Metals	BANNER SERVICE CORP	17382 FOLTZ INDUSTRIAL PKWY	STRONGSVILLE	OH		44149	YES	NO	NO		NO	NO	NO	JUSTIN MAUTZ	4402127818		JMARTZ@AMCASTLE.COM							331	Primary Metals	331491						41.29128	-81.86979																							2024	2019	4	22	20251105
2023	GENERAL MANAGER	JOSEPH ARIOLA	60188BNNRS494EL	BANNER SERVICES CORP	494 E LIES RD	CAROL STREAM	DUPAGE	IL	60188			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC				110001339579	BANNER SERVICES CORP	494 E LIES RD	CAROL STREAM	DUPAGE	IL	60188			BANNER INDUSTRIES LLC	080482851	BANNER INDUSTRIES LLC	332312	332	Fabricated Metals	BANNER SERVICES CORP	494 E LIES RD	CAROL STREAM	IL		60188	YES	NO	NO		NO	NO	NO	JOSEPH ARIOLA	6308681237		JARIOLA@BARGRIND.COM	3441						332	Fabricated Metals	332312						41.927862	-88.102221	362471585		ILR000057679																				2024	2004	6	102	20251105
2023	VP/GM	ANTHONY FRANCELJ	30542BRBMRWESTW	BARBE AMERICA INC.	4208 W WHITE RD	OAKWOOD	HALL	GA	30566					NA				110000358416	BARBE AMERICA INC.	4208 W WHITE RD	OAKWOOD	HALL	GA	30566					NA	325998	325	Chemicals	BARBE AMERICA INC.	PO BOX 69	FLOWERY BRANCH	GA		30542	YES	NO	NO		NO	NO	NO	TONY FRANCELJ	7709674305		TONY.FRANCELJ@BARBEAMERICA.COM	2899						325	Chemicals	325998						34.21374	-83.89722	154054290																						2024	1988	1	72	20251105
2023		OSCAR RIVERA	0079WBRDSHPARQU	BARD SHANNON LTD	PARQUE INDUSTRIAL SAN GERONIMO LOTE 1	HUMACAO	HUMACAO MUNICIPIO	PR	00791			BECTON DICKINSON & CO	001292192	BECTON DICKINSON & CO				110069321460	BARD SHANNON LTD	PARQUE INDUSTRIAL SAN GERONIMO LOTE 1	HUMACAO	HUMACAO MUNICIPIO	PR	00791			BECTON DICKINSON & CO	001292192	BECTON DICKINSON & CO	339112	339	Miscellaneous Manufacturing	BARD SHANNON LTD	PO BOX 2001	LAS PIEDRAS	PR		00771	YES	NO	NO		NO	NO	NO	ELVIN ROSARIO	7876565500	5521	ELVIN.ROSARIO@BD.COM							339	Miscellaneous Manufacturing	339112	339113					18.146065	-65.791517	001292192																						2024	2015	1	14	20251105
2023	DIRECTOR OF COMPLIANCE & SAFETY	TAMMY BUKACH	4401WBRNTZ139JA	BARENTZ AVON	1390 JAYCOX RD	AVON	LORAIN	OH	44011					NA				110071410584	BARENTZ AVON	1390 JAYCOX RD	AVON	LORAIN	OH	44011			BARENTZ N.A. LLC.	083220848		424690	4246	Chemical Wholesalers	BARENTZ AVON	1390 JAYCOX RD	AVON	OH		44011	YES	NO	NO		NO	NO	NO	TAMMY S BUKACH	4409371000		TAMMY.BUKACH@BARENTZ.COM							4246	Chemical Wholesalers	424690						41.47025	-81.99949	083220848																						2024	2019	7	44	20251105
2023	VP OF OPERATIONS	TAYLOR JAMES	8163WBRGTH4289C	BARGATH PARACHUTE GAS PLANT	4289 CR 215	PARACHUTE	GARFIELD	CO	81635			THE WILLIAMS COS	967633426	THE WILLIAMS COS				110064733294	BARGATH PARACHUTE GAS PLANT	4289 CR 215	PARACHUTE	GARFIELD	CO	81635			THE WILLIAMS COS	967633426	THE WILLIAMS COS	211130	999	Other	BARGATH PARACHUTE GAS PLANT	4289 CR 215	PARACHUTE	CO		81635	YES	NO	NO		NO	NO	NO	SYDNEY RIPPY	9188848648		SYDNEY.DRAPER@WILLIAMS.COM							999	Other	211130						39.450333	-108.040203																							2024	2022	6	18	20251105
2023	CONTROLLER	JOSEPH RABENSTEINE	46703FRDNC401GR	BARIL COATINGS USA LLC	401 GROWTH PKWY	ANGOLA	STEUBEN	IN	46703					NA				110000846256	BARIL COATINGS USA LLC	401 GROWTH PKWY	ANGOLA	STEUBEN	IN	46703					NA	325510	325	Chemicals	BARIL COATINGS USA LLC	401 GROWTH PKWY	ANGOLA	IN		46703	YES	NO	NO		NO	NO	NO	JAMIE WHITAKER	2606658431		J.WHITAKER@BARILCOATINGS.US	2851						325	Chemicals	325510						41.66592	-85.00417	831611723		IND984868380																				2024	1991	4	71	20251105
2023	PRESIDENT	DEBORAH VENCI	43952BRMCHCOUNT	BARIUM & CHEMICALS INC	515 KINGSDALE RD	STEUBENVILLE	JEFFERSON	OH	43952					NA				110000384931	BARIUM & CHEMICALS INC	515 KINGSDALE RD	STEUBENVILLE	JEFFERSON	OH	43952					NA	325180	325	Chemicals	BARIUM & CHEMICALS INC	P O BOX 218	STEUBENVILLE	OH		43952	YES	NO	NO		NO	NO	NO	DEBORAH A. VENCI, CHMM	7402829776	217	DAVENCI@BARIUMCHEMICALS.COM	2819						325	Chemicals	325180						40.401177	-80.624368	004323465												OH0011886										2024	1987	4	141	20251105
2023	MANAGER	JOHNNY BARKSDALE	71921BRKSDHWY8W	BARKSDALE LUMBER CO. INC.	630 W THOMPSON	AMITY	CLARK	AR	71921					NA				110010379483	BARKSDALE LUMBER CO. INC.	630 W THOMPSON	AMITY	CLARK	AR	71921					NA	321114	321	Wood Products	BARKSDALE LUMBER CO. INC.	PO BOX 66	AMITY	AR		71921	YES	NO	NO		NO	NO	NO	JOHNNY BARKSDALE	8703425200		BARKS@WINDSTREAM.NET	2491						321	Wood Products	321114						34.26504	-93.47207																							2024	1988	3	103	20251105
2023	HSE MANAGER AMERICAS-WESTERN REGION	BRENT  WILLIAMS	45069BRNSR9826C	BARNES AEROSPACE	9826 CRESCENT PARK DR	WEST CHESTER	BUTLER	OH	45069					BARNES GROUP INC				110008057636	BARNES AEROSPACE	9826 CRESCENT PARK DR	WEST CHESTER	BUTLER	OH	45069					BARNES GROUP INC	336412	336	Transportation Equipment	BARNES AEROSPACE	9826 CRESCENT PARK DR	WEST CHESTER	OH		45069	YES	NO	NO		NO	NO	NO	BRENT R. WILLIAMS	5137126345	6345	BWILLLIAMS@BARNESAERO.COM	3724						336	Transportation Equipment	336412						39.306628	-84.42004	001145481		OHD986970895																				2024	2000	2	48	20251105
2023	ENVIRONMENTAL PROJECT MANAGER	BRITTANY KUTZ	48909JTDXX5300A	BARNES AEROSPACE - LANSING DIV	5300 AURELIUS RD	LANSING	INGHAM	MI	48911			BARNES GROUP INC	001145481	BARNES GROUP INC				110000408577	BARNES AEROSPACE - LANSING DIV	5300 AURELIUS RD	LANSING	INGHAM	MI	48911			BARNES GROUP INC	001145481	BARNES GROUP INC	336412	336	Transportation Equipment	BARNES AEROSPACE - LANSING DIV	5300 AURELIUS RD	LANSING	MI		48911	YES	NO	NO		NO	NO	NO	DARNELL DAY	5173949724		DDAY@BARNESAERO.COM	3721	3728					336	Transportation Equipment	336412	336413					42.680009	-84.523505	157272146		MID005343801										MIS310685										2024	1987	2	82	20251105
2023	GM	KRISTIN LAYTON	8440WBRNSR125SU	BARNES AEROSPACE OGDEN DIV	1025 S DEPOT DR	OGDEN	WEBER	UT	84404			BARNES GROUP INC	612706192	BARNES GROUP INC				110037445921	BARNES AEROSPACE OGDEN DIV	1025 S DEPOT DR	OGDEN	WEBER	UT	84404			BARNES GROUP INC	612706192		336413	336	Transportation Equipment	BARNES AEROSPACE OGDEN DIV	1025 S DEPOT DR	OGDEN	UT		84404	YES	NO	NO		NO	NO	NO	MEGAN L GARDNER	8013896896		MLGARDNER@BARNESAERO.COM							336	Transportation Equipment	336413						41.247142	-111.994517	612706192		UTR000010025																				2024	2009	3	42	20251105
2023	VICE PRESIDENT OPERATIONAL EXCELLENCE	WAYNE GIBSON	06095WNDSR169OL	BARNES AEROSPACE WINDSOR DIV	169 KENNEDY RD	WINDSOR	HARTFORD	CT	06095			BARNES GROUP INC	001145481	BARNES GROUP INC				110009067794	BARNES AEROSPACE WINDSOR DIV	169 KENNEDY RD	WINDSOR	HARTFORD	CT	06095			BARNES GROUP INC	001145481	BARNES GROUP INC	336412	336	Transportation Equipment	BARNES AEROSPACE WINDSOR DIV	169 KENNEDY RD	WINDSOR	CT		06095	YES	NO	NO		NO	NO	NO	CARISSA MARIE GALGANO	8605959798		CGALGANO@BARNESAERO.COM	3724						336	Transportation Equipment	336412						41.86772	-72.63538	001145481		CTD001148303										CTGSI1050										2024	1987	1	66	20251105
2023	PLANT MANAGER	GREG CHRISTENSEN	8464WBRNSB38NRT	BARNES BULLETS - MONA LLC	38 N FRONTAGE RD	MONA	UTAH	UT	84645			SIERRA BULLETS	605513271	SIERRA BULLETS				110069708347	BARNES BULLETS - MONA LLC	38 N FRONTAGE RD	MONA	UTAH	UT	84645			SIERRA BULLETS	605513271	SIERRA BULLETS	332992	332	Fabricated Metals	BARNES BULLETS - MONA LLC	38 N FRONTAGE RD	MONA	UT		84645	YES	NO	NO		NO	NO	NO	BILL JOHNSON	4358561117		BILLJ@BARNESBULLETS.COM							332	Fabricated Metals	332992						39.853976	-111.834107	118384244		UTR000013771										UTNX00534	UTNX00041									2024	2014	2	21	20251105
